partial,f,sigma,r2,fittedFrameCount
1,65.9454,0.252853,0.906105,1679
2,130.545,0.309619,0.974474,1680
3,196.49,0.222637,0.872562,1693
4,261.09,0.255886,0.813836,1689
5,327.036,0.275381,0.865518,1681
6,391.635,0.261251,0.812316,1692
7,457.581,0.249264,0.748574,1687
8,523.526,0.238417,0.917739,1689
9,588.126,0.25058,0.925425,1694
10,654.071,0.186912,0.74575,1688
11,720.016,0.23898,0.817484,1685
12,785.962,0.223665,0.799025,1695
13,851.907,0.204951,0.700174,1695
14,917.853,0.184726,0.632824,1695
15,985.144,0.192066,0.65556,1688
16,1051.09,0.217253,0.656491,1527
17,1118.38,0.195352,0.859288,1694
18,1184.33,0.187794,0.702939,1694
20,1321.6,0.434416,0.690957,822
21,1391.58,0.222651,0.808937,1568
27,1837.05,2.18433,0.995822,265
28,1903,2.01083,0.997278,261
29,1970.29,1.80205,0.992941,283
33,2283.87,0.397694,0.787669,878
34,2355.19,0.380335,0.940163,1264
35,2426.52,0.377339,0.911629,1135
36,2497.85,0.44319,0.887958,1249
37,2570.53,0.523916,0.904,861
38,2645.89,0.480158,0.84553,869
41,2908.33,2.73066,0.999065,200
42,2975.62,2.27,0.999149,237
44,3010.61,0.544047,0.937106,1178
49,3085.98,0.633155,0.982935,1013
50,3161.34,0.704582,0.978836,942
51,3620.27,0.808541,0.925593,725
57,4390.08,1.53591,0.943268,442
61,5270.25,1.61756,0.951541,404
76,5375.23,2.71356,0.898132,344
77,5917.59,3.21154,0.92706,354
83,6013.15,3.40838,0.905275,298
84,6149.08,3.24857,0.913548,350
85,7027.9,2.50913,0.848627,235
93,7286.3,1.38935,0.64842,543
96,7906.72,2.04646,0.717947,456
