partial,f,sigma,r2,fittedFrameCount
1,370.102,0.426714,0.725615,830
2,740.204,0.495623,0.904546,734
3,1111.65,0.299335,0.727436,830
4,1485.79,0.551538,0.923929,719
5,1862.62,0.419273,0.74987,808
6,2243.49,0.403503,0.823056,816
7,2627.05,0.572809,0.912969,660
9,3015.99,0.591704,0.897715,851
10,3410.32,0.835212,0.896282,654
11,4217.82,1.29545,0.942306,483
13,4630.98,1.90768,0.958663,326
14,5052.23,2.61178,0.901418,223
16,5481.55,2.73739,0.9052,223
17,5922.98,4.16751,0.852937,157
18,7298.41,6.45088,0.8535,123
21,7776.18,4.38215,0.792427,222
22,8266.06,3.08307,0.650934,263
24,9280.81,2.51921,0.574456,267
