partial,f,sigma,r2,fittedFrameCount
1,98.2452,0.196166,0.80479,1690
2,195.145,0.283995,0.899304,1677
3,293.39,0.265217,0.896268,1683
4,391.635,0.381225,0.981661,1276
5,489.88,0.194057,0.635921,1691
6,588.126,0.244895,0.784876,1685
7,686.371,0.188091,0.788502,1688
8,784.616,0.245637,0.934845,1570
9,884.207,0.246731,0.886113,1687
10,982.452,0.250049,0.809676,1391
11,1082.04,0.213185,0.754318,1561
12,1181.63,0.217444,0.658924,1670
13,1281.23,0.160595,0.604654,1651
15,1481.75,0.632098,0.902437,731
16,1581.34,0.279276,0.888952,1288
17,1682.28,0.350093,0.910781,1045
18,1784.56,0.290325,0.808858,1224
20,1989.13,0.169765,0.739017,1689
21,2091.41,0.257517,0.876683,1403
22,2195.04,0.519494,0.838626,780
23,2300.02,0.239147,0.777164,1295
28,2862.57,3.68118,0.992911,154
30,2612.25,0.311762,0.686145,1019
31,2718.57,0.273482,0.647295,1175
32,3040.22,0.334773,0.884026,1450
35,3147.89,0.451424,0.877648,1191
36,3928.46,0.630945,0.925095,908
44,4042.86,0.644364,0.880089,806
45,4628.29,0.99432,0.944796,560
50,4990.32,1.05445,0.921258,543
53,5612.09,1.52262,0.890596,349
59,5867.8,2.16326,0.824052,337
61,6663.18,2.70203,0.805531,230
67,6799.11,3.46813,0.83055,238
68,7214.97,4.27887,0.937118,246
71,7500.28,4.55184,0.929554,242
73,8232.41,2.53153,0.772968,382
78,8835.34,1.07319,0.527804,562
83,9305.04,1.11072,0.528188,558
