partial,f,sigma,r2,fittedFrameCount
1,30.954,0.223885,0.987637,1701
2,61.908,0.204682,0.976496,1702
3,91.5161,0.152505,0.916576,1705
4,122.47,0.116355,0.778902,1705
5,153.424,0.147968,0.912522,1704
6,184.378,0.106611,0.707743,1705
7,215.332,0.0894833,0.623079,1706
8,246.286,0.108318,0.671269,1706
9,277.24,0.129228,0.856932,1705
10,308.194,0.108319,0.703478,1706
11,339.148,0.104052,0.696481,1706
12,371.448,0.106057,0.694969,1706
13,402.402,0.138599,0.821585,1511
14,433.356,0.13846,0.840392,1704
15,465.656,0.159126,0.843918,1700
16,497.955,0.168301,0.941555,1706
17,528.909,0.186971,0.941134,1700
18,562.555,0.178555,0.93721,1703
19,594.855,0.199263,0.965361,1699
20,627.155,0.197669,0.949151,1701
21,659.454,0.200053,0.939517,1697
22,693.1,0.21318,0.947311,1698
23,725.4,0.202674,0.952552,1699
24,759.045,0.214414,0.967641,1702
25,792.691,0.237937,0.981581,1702
26,826.337,0.265078,0.989117,1698
27,861.328,0.269447,0.982572,1688
28,896.32,0.274655,0.988497,1685
29,929.965,0.324522,0.993275,1664
30,964.957,0.339684,0.997964,1667
31,999.948,0.356458,0.990796,1516
32,1036.29,0.357952,0.988315,1498
33,1071.28,0.4356,0.994935,1252
34,1108.96,0.450077,0.995787,1223
35,1143.95,0.508276,0.995494,1145
36,1181.63,0.475102,0.989269,1142
37,1217.97,0.523023,0.990476,1043
38,1255.65,0.589608,0.99017,925
39,1294.68,0.641469,0.999432,918
40,1331.02,0.63644,0.973778,859
41,1371.4,0.825803,0.95151,714
42,1410.42,0.666818,0.980853,851
43,1449.45,0.700691,0.99253,807
44,1489.83,0.696675,0.99256,796
45,1528.86,0.749651,0.983041,716
46,1569.23,0.835486,0.979898,622
47,1609.61,0.868411,0.996735,657
48,1651.33,0.874084,0.980737,635
49,1694.39,0.890746,0.987774,666
50,1734.77,0.87838,0.935268,570
51,1777.84,1.08266,0.978546,517
52,1820.9,1.31662,0.999723,447
53,1863.97,1.09993,0.982881,499
54,1907.03,1.25457,0.990828,476
55,1950.1,1.34178,0.993671,423
63,2289.25,1.22521,0.968233,508
64,2349.81,3.91196,0.99565,148
65,2399.61,1.40516,0.999195,396
66,2437.29,1.38731,0.994169,378
68,2550.34,1.3114,0.975797,453
69,2588.02,1.52581,0.997271,349
70,2624.36,2.18213,0.905715,215
71,2674.15,2.00757,0.995424,277
72,2726.64,1.91762,0.995234,311
73,2777.78,1.99823,0.975577,255
74,2832.96,2.18881,0.997938,257
75,2885.45,2.57463,0.988941,222
76,2939.28,1.93533,0.934749,321
77,2994.46,2.74259,0.988177,214
78,3289.2,2.62999,0.98133,381
93,3509.91,0.896194,0.782143,771
