partial,f,sigma,r2,fittedFrameCount
1,52.4872,0.277454,0.977819,1691
2,103.629,0.229328,0.958451,1694
3,154.77,0.255177,0.981663,1694
4,207.257,0.246861,0.915926,1691
5,259.744,0.284491,0.981358,1685
6,310.886,0.217431,0.951067,1698
7,363.373,0.209062,0.907999,1699
8,414.514,0.161582,0.76051,1684
9,467.001,0.225752,0.826922,1697
10,519.489,0.173817,0.74371,1699
11,570.63,0.184501,0.87697,1696
12,623.117,0.174443,0.86048,1698
13,675.604,0.161539,0.724404,1696
14,728.091,0.193916,0.80479,1694
15,780.579,0.178851,0.736079,1699
16,834.412,0.161643,0.645105,1697
17,886.899,0.185348,0.829445,1698
19,993.219,0.256438,0.903524,1684
20,1047.05,0.32896,0.895539,1507
21,1102.23,0.286741,0.891644,1678
22,1157.41,0.242467,0.825573,1692
26,1403.7,1.40365,0.89912,411
28,1508.67,1.01104,0.832927,552
29,1562.5,1.04095,0.897708,547
30,1621.72,0.803983,0.854539,558
31,1697.09,0.442824,0.954687,1057
32,1754.96,0.482915,0.952641,1068
33,1811.48,0.468371,0.938402,1031
34,1868.01,0.46901,0.941343,1029
35,1924.53,0.572925,0.910722,791
36,1981.05,0.522531,0.967241,1048
37,2038.93,0.543881,0.977658,994
38,2098.14,0.567912,0.947246,933
39,2161.4,0.874552,0.676408,242
41,2305.4,0.761676,0.971066,713
42,2359.23,0.714764,0.959059,698
43,2444.02,0.732934,0.957518,768
44,2505.93,0.839123,0.989162,691
45,2565.14,0.802761,0.977418,725
46,2625.71,0.893975,0.92833,620
47,2686.27,1.01462,0.997645,550
48,2750.87,0.852012,0.983363,645
53,2994.46,1.04469,0.986679,520
59,3602.77,1.29757,0.964573,506
68,4322.79,2.54597,0.974227,383
78,5372.53,3.49105,0.927524,259
91,5528.65,2.56134,0.90407,402
93,6482.84,4.0623,0.968307,256
