partial,f,sigma,r2,fittedFrameCount
1,103.629,0.174408,0.639893,1688
2,207.257,0.386868,0.944992,1085
3,310.886,0.246266,0.818054,1621
4,414.514,0.348404,0.928253,1315
5,519.489,0.253687,0.902149,1687
6,623.117,0.27916,0.830911,1542
7,728.091,0.255865,0.906333,1684
9,936.694,0.212824,0.897709,1674
10,1041.67,0.221339,0.733451,1663
11,1146.64,0.189208,0.610045,1686
13,1357.94,0.456789,0.881415,844
14,1464.26,0.203373,0.788603,1592
15,1570.58,0.337791,0.777161,863
16,1676.9,0.314976,0.907391,1248
17,1784.56,0.254812,0.615464,1127
18,1892.23,0.302862,0.71828,1058
19,2001.24,0.218458,0.8729,1692
20,2110.25,0.316546,0.826343,1201
21,2217.92,0.423711,0.930773,975
22,2328.28,0.198746,0.606474,1442
23,2438.64,0.209411,0.745444,1549
24,2550.34,0.314733,0.704773,867
25,2662.04,0.329626,0.850711,1218
26,2776.44,0.366724,0.816312,1015
28,3229.98,0.343583,0.816431,1401
35,3345.72,0.44945,0.9113,1292
36,4057.66,0.633972,0.897718,855
43,4178.79,0.675915,0.910106,844
44,4929.76,1.00923,0.943439,585
50,5188.16,1.05036,0.878877,502
53,5320.05,1.25491,0.917655,448
54,6266.16,1.66857,0.916013,340
61,7127.49,4.37733,0.891016,241
68,7272.84,1.32047,0.661815,620
