partial,f,sigma,r2,fittedFrameCount
1,138.62,0.227176,0.611934,1263
2,277.24,0.353857,0.927367,1258
3,415.86,0.310928,0.928255,1258
4,554.48,0.309169,0.87703,1262
5,693.1,0.202337,0.616295,1266
6,833.066,0.254949,0.766717,1263
7,971.686,0.324607,0.822268,1244
8,1111.65,0.306676,0.898501,1249
9,1252.96,0.234451,0.706532,1257
10,1392.93,0.517197,0.723082,726
11,1535.59,0.281984,0.763861,1256
12,1680.94,0.361607,0.923507,1183
21,2691.65,0.378315,0.751457,923
22,3291.89,0.410038,0.935444,1283
26,3910.97,0.469178,0.885789,1088
31,4390.08,0.618807,0.874993,880
34,5387.34,1.05571,0.889971,508
39,5559.6,1.19017,0.872097,438
40,5909.52,1.46579,0.886197,370
42,6815.26,2.03489,0.869852,261
47,7189.4,3.80483,0.885623,262
49,8165.12,3.24288,0.850731,179
54,8572.91,5.17552,0.92113,218
55,8777.47,4.56054,0.893902,250
