partial,f,sigma,r2,fittedFrameCount
1,196.49,0.292318,0.938352,1012
2,391.635,0.21154,0.75785,1013
4,784.616,0.270028,0.715943,1011
5,982.452,0.368008,0.909289,1006
6,1180.29,0.359797,0.85424,1008
7,1378.12,0.297115,0.790598,1004
8,1577.31,0.369313,0.897519,952
9,1779.18,0.410634,0.931641,920
10,1981.05,0.491573,0.97198,929
11,2184.27,0.540489,0.92447,903
12,2388.84,0.60079,0.959696,826
13,2594.75,0.87905,0.940611,592
15,3011.96,1.09114,0.900694,494
18,3225.94,0.812618,0.563421,1013
22,5002.43,3.51845,0.75874,202
