partial,f,sigma,r2,fittedFrameCount
2,277.24,0.21394,0.71732,1013
3,415.86,0.239123,0.783184,1010
4,554.48,0.264546,0.658409,1010
5,693.1,0.230054,0.723101,1014
6,833.066,0.263987,0.691035,1012
7,971.686,0.414075,0.915098,1004
8,1111.65,0.240798,0.791691,1012
9,1252.96,0.276459,0.684792,1011
10,1392.93,0.300833,0.88766,895
11,1535.59,0.345986,0.890399,1013
21,2691.65,0.736705,0.950859,771
22,2839.69,0.818861,0.931051,603
23,2989.08,0.830326,0.918056,504
24,3139.81,0.972202,0.910121,550
25,3598.74,2.69212,0.922979,376
28,4228.58,2.93975,0.821466,325
33,4554.27,2.91505,0.938911,374
