partial,f,sigma,r2,fittedFrameCount
1,57.8705,0.210763,0.882527,1271
2,115.741,0.211838,0.620095,1274
3,174.957,0.257984,0.77224,1271
4,232.828,0.233829,0.934145,1270
7,407.785,0.19551,0.861487,1272
9,523.526,0.290605,0.78872,1271
10,582.742,0.142955,0.615304,1274
11,640.613,0.142743,0.603825,1274
12,699.829,0.199353,0.612251,1273
13,757.7,0.200487,0.671685,1274
14,816.916,0.186545,0.609388,1264
15,876.132,0.18037,0.676919,1271
16,935.349,0.260634,0.715928,1268
17,994.565,0.167177,0.656574,1272
18,1053.78,0.217376,0.751426,1270
19,1114.34,0.255047,0.874387,1270
30,1837.05,0.334087,0.838674,1081
31,1898.96,0.370379,0.927497,1274
34,2084.68,0.436375,0.951204,1137
35,2149.28,0.392027,0.932994,1210
47,2658,0.558748,0.926108,757
49,2719.91,0.549682,0.915606,683
50,3116.93,1.28746,0.879417,817
