partial,f,sigma,r2,fittedFrameCount
1,32.2998,0.214986,0.927608,1278
2,64.5996,0.209211,0.886184,1207
3,96.8994,0.134962,0.649278,1276
4,130.545,0.178093,0.864859,1276
5,162.845,0.156657,0.806429,1277
6,195.145,0.149176,0.704223,1276
7,227.444,0.173061,0.855068,1267
9,293.39,0.147452,0.747547,1256
10,325.69,0.151766,0.803363,1277
11,359.335,0.138192,0.632765,1275
15,492.572,0.16644,0.725985,1276
16,526.218,0.159893,0.767187,1273
17,559.863,0.17347,0.724322,1274
18,593.509,0.185656,0.802665,1272
19,627.155,0.158945,0.690434,1274
20,660.8,0.181172,0.732494,1273
21,695.792,0.190689,0.831942,1272
22,729.437,0.197887,0.837512,1273
23,764.429,0.202761,0.821416,1270
24,799.42,0.205873,0.877802,1278
25,834.412,0.225888,0.802052,1272
26,869.403,0.249916,0.92774,1274
27,904.395,0.247218,0.952968,1276
28,940.732,0.279137,0.94035,1155
29,977.069,0.283892,0.95694,1196
30,1013.41,0.297218,0.943394,1269
31,1049.74,0.33737,0.993638,1267
32,1086.08,0.337849,0.989906,1275
52,1924.53,0.84007,0.99636,677
53,1967.6,0.887923,0.983858,614
74,2773.75,1.58166,0.929969,264
79,2855.84,1.70174,0.983381,269
81,3143.85,0.607057,0.527347,1001
