partial,f,sigma,r2,fittedFrameCount
1,103.629,0.287397,0.943765,1263
4,414.514,0.16307,0.674046,1261
6,623.117,0.268953,0.925204,1263
7,728.091,0.225637,0.795613,1269
8,831.72,0.230578,0.867108,1271
9,936.694,0.351466,0.883344,1091
10,1041.67,0.22587,0.758255,1269
11,1146.64,0.206447,0.845536,1272
12,1251.62,0.248882,0.81648,1268
13,1357.94,0.293298,0.946304,1269
14,1464.26,0.433285,0.955721,1110
15,1570.58,0.36331,0.91972,1085
16,1676.9,0.351582,0.842589,1275
17,1784.56,0.342403,0.864776,1228
18,1892.23,0.380945,0.922329,1275
19,2001.24,0.398636,0.92581,1112
21,2217.92,0.521154,0.879787,889
23,2438.64,0.484671,0.967222,965
28,2773.75,0.797256,0.92422,593
31,3114.24,0.821628,0.800607,550
34,3228.63,1.15778,0.764578,555
35,3345.72,1.70538,0.864483,617
36,3461.46,1.64434,0.852236,618
