partial,f,sigma,r2,fittedFrameCount
1,184.378,0.313489,0.925343,1010
3,554.48,0.272803,0.728689,1013
4,740.204,0.29795,0.69262,997
5,925.928,0.330233,0.913779,1005
6,1113,0.265008,0.755194,1004
7,1300.07,0.386363,0.923048,992
8,1488.48,0.484398,0.93108,999
9,1678.24,0.48944,0.963661,996
10,1866.66,0.560442,0.941545,862
11,2057.77,0.662092,0.895772,737
12,2250.22,0.641611,0.95918,779
13,2444.02,0.747602,0.955544,704
14,2639.16,0.803837,0.939336,589
15,2838.35,0.920731,0.904489,569
16,3033.49,0.937642,0.968819,775
19,3845.02,1.27723,0.940676,498
24,4263.57,1.42668,0.892959,409
26,4690.2,2.43171,0.871735,282
28,6038.72,3.01035,0.900042,207
34,6268.85,3.47141,0.902404,201
35,6509.76,4.40157,0.945129,240
36,8000.93,6.50803,0.830224,118
