partial,f,sigma,r2,fittedFrameCount
1,78.0579,0.377866,0.935493,1264
2,154.77,0.226964,0.724813,1268
3,232.828,0.232672,0.814328,1267
4,310.886,0.165723,0.641802,1270
6,467.001,0.166204,0.65048,1272
7,545.059,0.281801,0.875903,1265
8,623.117,0.228513,0.776849,1270
10,779.233,0.208894,0.716059,1266
11,857.291,0.250889,0.772206,1262
12,936.694,0.266725,0.86637,1269
13,1014.75,0.265365,0.853965,1272
14,1094.16,0.245859,0.765563,1265
15,1173.56,0.398414,0.875507,1031
16,1251.62,0.320756,0.787686,1254
17,1332.37,0.560903,0.931783,964
18,1411.77,0.299578,0.87192,1261
19,1492.52,0.345602,0.877202,1263
20,1574.62,0.325089,0.900849,1263
27,2186.97,0.749587,0.907589,549
36,2987.73,0.616556,0.976789,875
37,3076.56,0.585384,0.978953,1231
43,3162.69,0.600285,0.970607,1120
44,3239.4,0.691653,0.970656,898
45,3517.99,0.890876,0.948615,688
49,3699.67,0.887084,0.960596,705
51,3885.4,0.895523,0.921045,608
53,4321.44,2.06711,0.936412,530
54,5399.45,1.69628,0.924104,339
68,5550.18,2.20632,0.899747,266
70,6482.84,4.33555,0.904166,263
