partial,f,sigma,r2,fittedFrameCount
1,659.454,0.454926,0.597647,510
2,1322.95,0.727696,0.807508,509
3,1991.82,0.851476,0.835365,487
4,2668.77,1.22275,0.974109,497
5,3357.83,2.70573,0.940024,261
6,4064.39,3.18282,0.939797,244
8,4783.06,5.44775,0.971536,172
9,6299.81,9.09069,0.942765,125
11,8761.32,6.15607,0.670405,137
