partial,f,sigma,r2,fittedFrameCount
2,277.24,0.364964,0.821473,1003
4,554.48,0.265679,0.694505,1012
5,693.1,0.234522,0.661494,1013
6,833.066,0.312951,0.780929,1011
7,973.032,0.378146,0.916642,1005
8,1111.65,0.304731,0.826947,1010
9,1252.96,0.335869,0.823815,1007
10,1392.93,0.373075,0.925597,1010
11,1535.59,0.37375,0.869088,1004
12,1680.94,0.425978,0.83249,924
21,2691.65,0.766771,0.967901,702
22,2839.69,0.853094,0.944762,600
23,2989.08,0.752966,0.949734,691
24,3139.81,0.892647,0.982547,873
25,4228.58,1.13655,0.945481,537
33,4554.27,1.56012,0.949022,408
35,5048.19,2.6639,0.929874,303
38,5733.22,2.2739,0.933931,272
41,6088.51,2.84865,0.900853,225
43,6267.51,3.98964,0.93135,268
44,7381.85,5.74885,0.914042,183
50,8571.56,3.93397,0.815145,269
