partial,f,sigma,r2,fittedFrameCount
1,28.2623,0.187247,0.861832,1280
2,57.8705,0.231817,0.940508,1270
3,86.1328,0.190391,0.892193,1275
4,115.741,0.179865,0.874769,1275
5,145.349,0.16514,0.834477,1277
8,232.828,0.151224,0.864603,1229
9,261.09,0.134276,0.664217,1276
11,320.306,0.117056,0.620234,1276
13,380.869,0.170727,0.850579,1275
14,410.477,0.150568,0.636275,1276
15,440.085,0.181694,0.87544,1275
16,465.656,0.139057,0.70748,1277
17,501.993,0.153934,0.734228,1274
18,532.947,0.210132,0.925879,1275
19,563.901,0.180098,0.835176,1277
20,594.855,0.26919,0.896005,1273
21,625.809,0.222109,0.913933,1272
22,658.109,0.227111,0.933176,1273
23,689.062,0.226821,0.911602,1279
24,721.362,0.203702,0.858457,1281
25,753.662,0.226255,0.925834,1278
26,787.308,0.241387,0.917328,1273
27,820.953,0.272998,0.949645,1272
28,853.253,0.279082,0.953638,1270
29,886.899,0.33728,0.991211,1273
30,921.89,0.305187,0.965271,1271
31,955.536,0.329255,0.969752,1215
32,990.527,0.381691,0.879951,1278
38,1172.21,0.505833,0.970322,1024
39,1207.21,0.523996,0.978302,1017
40,1244.89,0.6557,0.960779,841
41,1282.57,0.615505,0.98729,842
42,1320.25,0.660708,0.957218,815
43,1359.28,0.748037,0.959217,730
44,1398.31,0.73815,0.998755,735
45,1437.34,0.793006,0.989499,697
46,1477.72,0.969057,0.961544,585
47,1518.09,0.883607,0.967925,615
48,1559.81,0.887768,0.98254,623
49,1600.19,1.61436,0.99183,341
55,1816.86,1.32233,0.995858,423
56,1858.58,1.42819,0.962223,407
57,1904.34,1.71949,0.978553,314
58,1950.1,1.53874,0.935229,347
81,2588.02,2.88066,0.979542,165
82,2793.93,4.70721,0.969374,103
