partial,f,sigma,r2,fittedFrameCount
1,184.378,0.336251,0.949561,1010
3,554.48,0.244026,0.751283,1014
4,740.204,0.312651,0.688217,998
5,925.928,0.309725,0.907387,1008
6,1113,0.26798,0.752282,1005
7,1300.07,0.376083,0.941107,996
8,1488.48,0.439329,0.908328,1000
9,1678.24,0.462073,0.956606,1003
10,1866.66,0.539632,0.961815,917
11,2057.77,0.646299,0.917277,785
12,2250.22,0.623627,0.960222,800
13,2444.02,0.701836,0.937491,703
14,2639.16,0.774453,0.923085,598
17,3033.49,0.955396,0.972134,724
19,3845.02,1.34434,0.929511,448
24,4263.57,1.68626,0.858578,356
26,4690.2,2.9279,0.827315,253
28,6037.37,4.5319,0.914694,244
34,6268.85,4.33286,0.868856,177
