partial,f,sigma,r2,fittedFrameCount
1,61.908,0.231854,0.723137,1272
2,123.816,0.322144,0.891208,1269
3,184.378,0.254291,0.718292,1272
4,246.286,0.203965,0.646915,1273
5,308.194,0.208005,0.815154,1273
6,370.102,0.162828,0.662492,1272
8,493.918,0.146474,0.6008,1273
9,555.826,0.218963,0.801028,1269
10,617.734,0.254516,0.841209,1273
12,742.896,0.168935,0.679406,1270
13,804.803,0.241823,0.692637,1266
14,866.711,0.187742,0.690456,1274
15,929.965,0.17627,0.643783,1267
16,993.219,0.225197,0.790582,1270
17,1056.47,0.286127,0.888433,1269
18,1118.38,0.263553,0.836992,1269
19,1182.98,0.316321,0.844411,1268
20,1247.58,0.271854,0.664035,1046
21,1312.18,0.357966,0.949607,1245
34,2227.34,0.415336,0.946837,1208
35,2295.98,0.445114,0.973325,1263
36,2364.61,0.491764,0.957101,978
37,2433.25,0.525423,0.951284,953
38,2501.89,0.562147,0.96172,945
39,2571.87,0.53449,0.966724,967
45,2854.5,0.567239,0.955829,929
49,2924.48,0.674378,0.984338,795
50,2998.5,0.596009,0.967757,903
51,3068.48,0.710066,0.918985,820
52,3364.56,1.12265,0.851724,695
53,4225.89,1.22452,0.950056,503
67,5069.72,1.77877,0.909921,311
77,5380.61,1.35988,0.766788,686
81,5473.47,1.16948,0.723911,728
