partial,f,sigma,r2,fittedFrameCount
1,92.8619,0.208719,0.875384,1692
2,184.378,0.194215,0.724204,1677
3,277.24,0.922272,0.985593,522
4,370.102,0.235361,0.830181,1681
5,461.618,0.233069,0.812926,1674
6,554.48,0.303306,0.8895,1688
7,647.342,0.204133,0.625233,1684
8,740.204,0.293355,0.902351,1300
9,834.412,0.257551,0.895893,1673
10,927.274,0.32834,0.763121,1055
11,1020.14,0.816563,0.944872,589
12,1114.34,0.214153,0.79881,1690
13,1208.55,0.361692,0.637504,855
15,1396.97,0.365612,0.75024,928
16,1491.17,0.21435,0.86302,1676
17,1586.73,0.273116,0.872018,1357
19,1777.84,0.247834,0.631227,1312
20,1874.73,0.2015,0.657099,1678
21,1972.98,0.402903,0.83134,731
22,2071.23,0.233343,0.736335,1340
23,2170.82,0.813246,0.890579,473
28,2699.73,3.23646,0.998638,166
29,2793.93,3.95516,0.99561,131
30,2888.14,3.56787,0.966283,145
31,2861.22,0.451812,0.894399,766
35,3065.79,0.404092,0.893183,1377
37,3906.93,0.675189,0.9412,841
46,4345.67,0.861922,0.946803,653
50,4569.08,0.890576,0.911692,620
52,5260.83,1.17351,0.94355,478
58,5377.92,1.33478,0.927179,419
59,6108.7,1.79399,0.897921,308
66,6233.86,2.08092,0.851436,295
67,6616.08,3.53862,0.889432,283
70,6745.28,3.44744,0.922017,320
71,7274.19,3.51668,0.893579,326
75,7406.08,1.16216,0.613323,646
76,8815.16,0.887354,0.50692,642
