partial,f,sigma,r2,fittedFrameCount
1,39.0289,0.172842,0.932758,1706
2,78.0579,0.1385,0.896037,1705
3,115.741,0.143556,0.910733,1705
4,154.77,0.110154,0.754275,1706
5,193.799,0.130917,0.866311,1706
6,232.828,0.110111,0.829408,1708
7,271.857,0.134937,0.896604,1706
8,310.886,0.100112,0.663143,1707
9,349.915,0.114201,0.777596,1706
10,388.943,0.145553,0.920188,1705
11,427.972,0.172384,0.948467,1703
12,467.001,0.195254,0.960347,1700
13,506.03,0.186726,0.956358,1700
14,545.059,0.206447,0.973678,1700
15,585.434,0.213004,0.977054,1698
16,624.463,0.183851,0.90997,1701
17,664.838,0.184271,0.888434,1699
18,705.212,0.195131,0.950125,1696
19,745.587,0.206422,0.960756,1698
20,784.616,0.21999,0.972974,1697
21,824.991,0.220242,0.968417,1696
22,866.711,0.266154,0.982873,1688
23,907.086,0.28948,0.994086,1686
24,947.461,0.293154,0.9927,1683
25,990.527,0.317,0.990125,1663
26,1032.25,0.357519,0.987597,1475
27,1099.54,2.65639,0.974354,227
34,1409.08,0.518654,0.973476,1044
35,1454.84,0.553404,0.988704,992
36,1500.6,0.55812,0.992607,1009
37,1545.01,0.615946,0.985956,939
38,1589.42,0.59669,0.991184,964
39,1633.83,0.732179,0.99994,796
40,1679.59,0.671793,0.984801,812
41,1724,0.738302,0.980066,752
42,1769.76,0.65315,0.946261,720
43,1816.86,0.854699,0.971423,618
44,1862.62,0.867339,0.983979,702
45,1909.73,0.792394,0.980761,658
46,1958.18,0.947102,0.990956,628
50,2185.62,1.02619,0.965587,555
51,2227.34,1.25014,0.989327,436
52,2269.06,1.22503,0.998798,438
53,2345.77,1.26534,0.999877,464
54,2396.91,1.28052,0.99933,453
55,2448.06,1.23768,0.984378,444
56,2500.54,1.27699,0.995122,435
57,2550.34,1.24213,0.987119,410
58,2602.83,1.30054,0.968107,390
59,2655.31,1.41521,0.987913,409
60,2707.8,1.30341,0.974574,395
65,3306.69,2.05212,0.994412,478
79,3376.68,1.72711,0.975279,559
80,3493.76,1.12204,0.869459,760
82,3853.1,1.02667,0.799812,743
88,4953.98,1.62168,0.791267,497
