partial,f,sigma,r2,fittedFrameCount
1,87.4786,0.300793,0.952084,1678
2,174.957,0.216163,0.794538,1684
3,261.09,0.275655,0.804316,1687
4,348.569,0.230276,0.842263,1687
5,436.047,0.224059,0.767444,1683
6,523.526,0.236034,0.842125,1687
7,611.005,0.192909,0.844267,1696
8,698.483,0.152726,0.839071,1699
9,787.308,0.203257,0.819489,1692
10,874.786,0.401979,0.802621,944
12,1051.09,0.499501,0.845131,880
13,1139.91,0.199902,0.648315,1587
15,1317.56,0.221522,0.739309,1613
16,1406.39,0.513787,0.672363,593
17,1496.56,0.204765,0.831314,1541
18,1586.73,0.243359,0.750901,1491
20,1768.41,0.293065,0.811689,1122
21,1861.28,0.298324,0.905879,1263
22,1954.14,0.33405,0.607356,969
28,2546.3,2.06125,0.995857,244
29,2635.13,2.21276,0.993718,233
33,2694.34,0.415678,0.895587,1007
35,2789.9,0.384308,0.865814,997
36,3176.15,0.429054,0.87026,1111
40,3472.23,0.530041,0.901714,989
43,3571.82,0.497364,0.72344,933
45,4219.16,2.53536,0.897245,388
51,4289.15,0.922328,0.903054,629
52,4823.44,1.1559,0.922677,474
57,4932.45,1.33494,0.82767,461
58,5042.81,1.42886,0.902801,387
59,5719.76,1.56866,0.898287,338
65,5952.58,1.96953,0.884076,282
67,6189.45,2.21752,0.856667,237
69,6309.23,3.25535,0.929385,333
70,6797.76,3.34126,0.897282,338
74,7174.59,2.68961,0.827577,384
77,7817.9,2.57834,0.801376,374
82,8217.61,1.68211,0.666049,482
85,9193.33,1.77872,0.65261,426
