partial,f,sigma,r2,fittedFrameCount
1,48.4497,0.275052,0.96539,1693
2,98.2452,0.265918,0.990142,1694
3,146.695,0.216304,0.944285,1697
4,195.145,0.23924,0.970019,1692
5,244.94,0.249686,0.978359,1691
6,293.39,0.242367,0.969226,1694
7,341.84,0.199535,0.886228,1695
8,391.635,0.247049,0.976403,1692
9,440.085,0.2561,0.964394,1691
10,489.88,0.224692,0.904993,1689
11,539.676,0.24698,0.855947,1431
12,588.126,0.229319,0.945313,1691
13,637.921,0.241676,0.840012,1694
14,687.717,0.176427,0.743646,1695
15,737.512,0.210155,0.762264,1696
16,787.308,0.19429,0.806731,1699
17,837.103,0.158512,0.708566,1696
18,886.899,0.239417,0.848544,1680
19,938.04,0.196655,0.847032,1694
20,987.836,0.627674,0.885925,710
21,1038.98,0.245979,0.838824,1684
22,1091.46,0.193699,0.753756,1695
23,1143.95,0.184753,0.787329,1699
25,1274.5,1.92478,0.997093,280
26,1325.64,1.57783,0.963764,368
27,1375.43,1.3947,0.93042,378
28,1425.23,1.90752,0.996254,314
29,1475.02,1.64718,0.958288,366
32,1658.06,0.507383,0.956333,954
33,1713.24,0.435306,0.880657,1019
34,1767.07,0.435032,0.891292,1109
35,1820.9,0.47725,0.937326,1008
36,1874.73,0.502953,0.990981,1087
37,1928.57,0.543091,0.849877,792
38,1983.75,0.463109,0.933283,1154
39,2038.93,0.520406,0.927835,998
41,2177.55,1.48709,0.977331,380
42,2228.69,1.63967,0.996543,320
43,2279.83,1.86874,0.994153,277
45,2431.91,0.709671,0.938889,741
46,2489.78,0.738176,0.965797,685
48,2605.52,0.837337,0.974286,642
49,2664.73,0.782666,0.948782,612
50,2725.3,0.949677,0.913381,544
53,2950.05,1.08359,0.864649,421
54,3361.87,1.30465,0.955448,523
68,4033.44,2.02267,0.961207,353
78,5285.06,3.97391,0.946516,257
94,5379.26,3.4959,0.936444,303
95,6049.48,4.17099,0.953634,268
