partial,f,sigma,r2,fittedFrameCount
1,232.828,0.347842,0.906919,1261
2,465.656,0.359319,0.835743,1254
4,934.003,0.35964,0.72992,934
5,1168.18,0.288094,0.78135,1097
6,1405.04,0.47808,0.819087,725
7,1641.91,0.364965,0.620298,706
8,1885.5,0.425642,0.913558,834
13,3102.13,0.487295,0.918805,1085
15,3352.45,0.593969,0.928574,927
16,3605.47,0.663359,0.914993,870
17,3863.86,0.766151,0.855969,642
18,4387.39,1.05841,0.878474,493
21,4923.03,1.27043,0.923496,439
23,5197.58,1.51951,0.882921,355
24,5474.82,1.80026,0.878615,295
25,6042.75,2.19616,0.861113,259
27,7231.12,3.70727,0.881774,159
30,7852.89,6.74729,0.920794,165
32,8175.89,7.10206,0.920967,156
33,8829.96,6.29501,0.87426,172
