partial,f,sigma,r2,fittedFrameCount
1,61.908,0.458896,0.948035,1027
2,123.816,0.440965,0.985876,1179
3,184.378,0.294374,0.953898,1666
4,246.286,0.336073,0.978096,1627
5,308.194,0.335023,0.970629,1558
6,370.102,0.393394,0.965036,1178
7,432.01,0.313066,0.931703,1680
8,493.918,0.397721,0.942743,1370
9,555.826,0.325992,0.905014,1208
10,617.734,0.264232,0.944518,1689
11,679.642,0.314338,0.858337,1366
12,742.896,0.253401,0.922378,1674
13,804.803,0.218353,0.804136,1696
14,866.711,0.263248,0.896235,1688
15,929.965,0.24261,0.819419,1684
16,993.219,0.205188,0.758031,1387
17,1056.47,0.20568,0.753183,1695
19,1182.98,0.203612,0.770023,1682
20,1247.58,0.277504,0.623434,1102
21,1312.18,0.254259,0.666298,1203
22,1378.12,0.230839,0.886045,1644
26,1670.17,1.77575,0.999831,327
27,1734.77,1.82674,0.9999,313
28,1796.68,1.82138,0.998643,306
29,1859.93,1.87059,0.994241,293
30,1921.84,1.8029,0.990974,303
33,2157.36,0.526108,0.885971,888
34,2228.69,0.41693,0.948776,1113
35,2297.32,0.458571,0.931761,1168
36,2364.61,0.522068,0.933827,987
37,2433.25,0.514311,0.934255,899
38,2503.23,0.528528,0.959334,957
39,2571.87,0.609886,0.964565,963
41,2746.83,1.37262,0.840129,366
42,2811.43,1.0612,0.930463,461
43,2876.03,0.804238,0.884469,560
45,2618.98,0.955002,0.844955,412
46,3068.48,0.714278,0.968811,952
52,3512.6,0.876654,0.96328,753
53,4225.89,1.24752,0.97981,555
67,5071.07,1.76954,0.96682,376
77,5391.38,2.07747,0.948816,310
81,5473.47,2.41637,0.913794,298
82,5563.64,2.50143,0.884373,297
83,5914.9,3.71353,0.950409,299
86,6498.99,4.048,0.935899,270
92,6577.05,3.87257,0.937381,284
93,6770.85,3.74425,0.915956,307
95,7268.8,1.65793,0.700018,492
