partial,f,sigma,r2,fittedFrameCount
1,26.9165,0.227357,0.970779,1704
2,55.1788,0.243412,0.982463,1696
3,82.0953,0.200026,0.964083,1700
4,109.012,0.141253,0.869192,1702
5,135.928,0.152156,0.917886,1703
6,164.191,0.140763,0.854238,1702
7,191.107,0.104124,0.667287,1704
8,219.37,0.119146,0.804577,1706
9,246.286,0.114587,0.685511,1703
10,274.548,0.126162,0.774429,1703
11,302.811,0.129436,0.807485,1704
12,331.073,0.131143,0.824998,1704
13,357.99,0.171343,0.952012,1704
14,386.252,0.182576,0.953816,1703
15,415.86,0.159901,0.917981,1702
16,444.122,0.181484,0.950254,1702
17,472.385,0.180812,0.898601,1702
18,501.993,0.186907,0.946592,1699
19,531.601,0.190985,0.940499,1698
20,559.863,0.211618,0.95626,1695
21,589.471,0.209488,0.963714,1697
22,619.08,0.235583,0.969364,1693
23,650.034,0.231399,0.964788,1694
24,679.642,0.277264,0.985567,1696
25,710.596,0.262987,0.983347,1696
26,741.55,0.254551,0.983319,1688
27,772.504,0.292684,0.992264,1681
28,803.458,0.292833,0.990076,1680
29,835.757,0.362928,0.995979,1491
30,866.711,0.375028,0.989244,1427
31,899.011,0.386843,0.989333,1368
32,932.657,0.428921,0.993734,1260
33,964.957,0.4624,0.99652,1217
34,998.602,0.481263,0.992602,1111
35,1030.9,0.474983,0.983643,1200
36,1064.55,0.509314,0.993535,1123
37,1096.85,0.542011,0.996084,1061
39,1149.33,1.14177,0.990604,459
41,1205.86,0.666016,0.981715,771
42,1240.85,0.772128,0.98693,717
43,1275.84,0.840884,0.992861,684
44,1313.53,0.849051,0.981876,641
45,1349.86,1.14999,0.969767,562
46,1387.55,1.06644,0.964209,498
47,1425.23,1.1025,0.999006,522
48,1462.91,1.235,0.994518,478
49,1500.6,1.30575,0.99286,431
50,1540.97,1.28141,0.98384,408
51,1580,1.31838,0.991552,434
52,1620.37,1.36631,0.983624,403
53,1659.4,1.50727,0.986857,368
54,1699.78,1.46,0.985198,375
55,1734.77,1.56696,0.99911,366
56,1775.14,1.80239,0.999659,322
58,1831.67,1.45989,0.959324,357
60,1912.42,2.16161,0.994172,260
61,1956.83,2.24043,0.997463,252
62,1999.9,2.46595,0.999681,226
63,2044.31,2.13398,0.97808,283
64,2088.72,2.72663,0.999756,215
65,2135.82,2.69163,0.994111,202
66,2178.89,2.52752,0.998145,235
67,2227.34,2.52235,0.971791,192
68,2274.44,3.11599,0.99874,179
69,2304.05,1.92346,0.993103,312
70,2339.04,1.85273,0.997994,311
74,2519.38,3.26057,0.995342,172
75,2567.83,3.64869,0.974053,144
76,2618.98,3.23828,0.966674,142
77,2662.04,2.1538,0.999904,258
78,2723.95,4.14895,0.997911,143
79,2772.4,2.36289,0.99277,224
80,2827.58,4.347,0.999391,123
81,2880.07,3.93888,0.975361,121
82,2925.82,2.25955,0.965021,277
83,2964.85,2.67281,0.991308,186
94,3155.96,2.11861,0.771405,373
