partial,f,sigma,r2,fittedFrameCount
1,39.0289,0.161838,0.93077,1709
2,78.0579,0.144717,0.890313,1706
3,115.741,0.141094,0.914803,1705
4,154.77,0.111447,0.75868,1706
5,193.799,0.133158,0.88223,1706
6,232.828,0.111846,0.829635,1708
7,271.857,0.138016,0.904121,1706
8,310.886,0.100848,0.660594,1707
9,349.915,0.118713,0.794478,1706
10,388.943,0.14533,0.919038,1705
11,427.972,0.172979,0.948715,1703
12,467.001,0.196255,0.958587,1700
13,506.03,0.190735,0.958598,1701
14,545.059,0.207552,0.972867,1700
15,585.434,0.214575,0.977389,1696
16,624.463,0.188129,0.913581,1701
17,664.838,0.187558,0.896098,1701
18,705.212,0.196875,0.951141,1696
19,745.587,0.207874,0.963038,1698
20,784.616,0.221153,0.974356,1698
21,824.991,0.22195,0.968881,1698
22,866.711,0.269952,0.983726,1688
23,907.086,0.294612,0.994235,1686
24,947.461,0.292832,0.992983,1695
25,990.527,0.322099,0.990335,1655
26,1032.25,0.362926,0.98758,1452
27,1099.54,2.65409,0.973671,232
29,1170.87,0.548414,0.930958,919
34,1409.08,0.525112,0.97472,1041
35,1454.84,0.561278,0.98902,981
36,1500.6,0.566223,0.992519,993
37,1545.01,0.624704,0.986076,931
38,1589.42,0.602547,0.991431,954
39,1633.83,0.739905,0.999933,795
40,1679.59,0.676646,0.984633,799
41,1724,0.745871,0.981064,752
42,1771.11,0.662194,0.949973,717
43,1816.86,0.866302,0.9719,610
44,1862.62,0.879714,0.984902,695
45,1909.73,0.802143,0.980425,651
46,1958.18,0.956198,0.991357,619
50,2185.62,1.2807,0.996667,414
51,2227.34,1.28728,0.995799,418
52,2269.06,1.23435,0.999885,470
53,2345.77,1.28455,0.999892,458
54,2396.91,1.28703,0.998524,439
55,2438.64,1.18963,0.999105,491
56,2500.54,1.28808,0.996516,444
57,2550.34,1.25478,0.989685,411
58,2602.83,1.32105,0.970652,396
59,2655.31,1.43738,0.987586,404
60,2707.8,1.32151,0.972203,391
64,2956.78,1.25535,0.995322,424
65,3306.69,1.99963,0.998653,427
79,3376.68,1.93393,0.985401,488
80,3493.76,1.74765,0.957491,539
82,3853.1,1.60456,0.863987,543
85,4953.98,2.63241,0.884042,361
