partial,f,sigma,r2,fittedFrameCount
1,65.9454,0.422834,0.902548,1182
2,130.545,0.470745,0.992336,1111
3,196.49,0.272916,0.938862,1685
4,261.09,0.328226,0.955582,1668
5,327.036,0.330631,0.964076,1478
6,391.635,0.281351,0.954627,1685
7,457.581,0.39839,0.952177,1315
8,523.526,0.334981,0.928362,1475
9,588.126,0.294378,0.901561,1685
10,654.071,0.282863,0.917482,1500
11,720.016,0.31201,0.897295,1647
12,785.962,0.400253,0.972164,1142
13,851.907,0.230355,0.687631,1687
14,917.853,0.368083,0.927266,1287
15,985.144,0.324882,0.821936,1261
16,1051.09,0.304902,0.756001,1365
17,1118.38,0.232857,0.800546,1690
18,1184.33,0.224526,0.623237,1324
20,1321.6,0.490815,0.664116,791
21,1391.58,0.286586,0.750202,1230
27,1837.05,2.15556,0.999844,261
28,1903,2.00224,0.999465,275
29,1970.29,1.81297,0.998839,299
30,2036.23,2.11868,0.965243,280
33,2283.87,0.369994,0.877905,1069
34,2355.19,0.533382,0.904855,825
35,2426.52,0.3599,0.909321,1241
36,2497.85,0.470932,0.90096,1128
37,2570.53,0.505605,0.92753,925
38,2645.89,0.530725,0.761324,694
41,2908.33,2.71663,0.999972,210
42,2975.62,2.27358,0.999965,250
44,3010.61,0.539176,0.92661,1257
49,3085.98,0.7462,0.956376,1110
50,3161.34,0.596868,0.972415,1029
51,3620.27,0.788185,0.942416,806
57,3936.54,1.22711,0.925989,475
61,5270.25,1.60591,0.963674,436
76,5372.53,1.96298,0.936837,314
77,5917.59,2.86391,0.90027,265
83,6013.15,2.30619,0.918896,269
84,6149.08,3.22969,0.877428,270
85,7027.9,2.23585,0.918167,279
93,7282.26,4.07551,0.896385,277
96,7906.72,4.06955,0.843859,176
