partial,f,sigma,r2,fittedFrameCount
1,55.1788,0.146192,0.872794,1703
3,164.191,0.142456,0.744688,1701
4,219.37,0.228758,0.764411,1700
6,329.727,0.14813,0.63989,1701
7,384.906,0.193824,0.788427,1703
8,440.085,0.197217,0.848865,1705
9,495.264,0.154662,0.685912,1688
11,605.621,0.126319,0.783841,1702
12,660.8,0.203989,0.75559,1697
13,715.979,0.256903,0.835321,1466
14,771.158,0.197014,0.824842,1699
15,827.682,0.208439,0.903056,1700
16,882.861,0.235828,0.943502,1696
17,939.386,0.205081,0.820658,1700
18,994.565,0.26257,0.884594,1692
19,1051.09,0.238128,0.884916,1470
31,1796.68,0.512938,0.986174,1124
33,1915.11,0.500972,0.953401,962
34,1974.33,0.503297,0.956678,945
35,2034.89,0.526263,0.957216,916
36,2096.8,0.55244,0.97133,920
37,2157.36,0.524308,0.969134,1037
43,2586.68,0.805547,0.9971,622
44,2649.93,0.79495,0.919041,564
45,2707.8,0.933213,0.997605,562
52,2771.05,0.957338,0.947908,439
53,3033.49,0.796313,0.865841,1141
57,3092.71,0.862969,0.862129,1011
58,3593.35,0.833662,0.828985,1050
65,3915.01,0.633023,0.78246,1156
69,4312.02,0.499994,0.762811,1280
