partial,f,sigma,r2,fittedFrameCount
1,30.954,0.218639,0.986686,1702
2,61.908,0.201306,0.977374,1702
3,91.5161,0.146602,0.910857,1705
4,122.47,0.109827,0.757645,1705
5,153.424,0.143607,0.904162,1705
6,184.378,0.106258,0.700148,1706
8,246.286,0.106698,0.677142,1709
9,277.24,0.116575,0.789313,1706
10,308.194,0.10598,0.696966,1706
11,339.148,0.102939,0.69225,1706
12,371.448,0.10493,0.687168,1706
13,402.402,0.133072,0.806055,1509
14,433.356,0.134091,0.821591,1705
15,465.656,0.154977,0.830525,1701
16,497.955,0.162691,0.935053,1707
17,528.909,0.182421,0.932919,1699
18,562.555,0.169483,0.928194,1704
19,593.509,0.194345,0.962286,1701
20,625.809,0.19241,0.93741,1702
21,659.454,0.195063,0.934973,1696
22,693.1,0.204447,0.940436,1698
23,725.4,0.19624,0.948591,1700
24,759.045,0.209581,0.966145,1705
25,792.691,0.230633,0.979542,1705
26,826.337,0.256489,0.987486,1701
27,861.328,0.259238,0.980429,1691
28,894.974,0.266106,0.986798,1688
29,929.965,0.314214,0.992891,1683
30,964.957,0.328777,0.997827,1685
31,999.948,0.344527,0.991122,1570
32,1036.29,0.349395,0.988825,1549
33,1071.28,0.427091,0.992166,1149
34,1107.61,0.433519,0.995803,1281
35,1143.95,0.491406,0.995047,1181
36,1180.29,0.457535,0.9894,1188
37,1217.97,0.50718,0.990469,1074
38,1255.65,0.569371,0.989762,953
39,1293.34,0.619194,0.999149,955
40,1331.02,0.609797,0.97123,870
41,1370.05,0.794017,0.955423,754
42,1410.42,0.64485,0.980302,865
43,1449.45,0.679443,0.992997,821
44,1488.48,0.675657,0.992745,827
45,1528.86,0.718841,0.984907,758
46,1569.23,0.805753,0.982807,659
47,1609.61,0.838808,0.997353,692
48,1651.33,0.839672,0.981126,649
49,1693.05,0.892599,0.981412,642
50,1734.77,0.881836,0.927327,538
51,1777.84,1.06011,0.969906,480
52,1820.9,1.23036,0.99664,478
53,1863.97,1.08038,0.981453,499
54,1907.03,1.20861,0.990554,490
55,1950.1,1.30438,0.99189,399
64,2345.77,1.16324,0.684155,362
78,2726.64,1.79981,0.97881,324
81,2819.5,1.58276,0.942303,389
83,3289.2,0.373283,0.74606,1569
