partial,f,sigma,r2,fittedFrameCount
1,36.3373,0.162638,0.93945,1708
2,72.6746,0.160223,0.937285,1703
3,109.012,0.123573,0.814402,1705
4,146.695,0.136833,0.906756,1705
5,183.032,0.121623,0.796966,1705
6,219.37,0.10496,0.710044,1706
7,255.707,0.124804,0.88507,1705
8,292.044,0.136785,0.906298,1709
9,329.727,0.0995479,0.647107,1705
10,366.064,0.0992849,0.626785,1705
11,403.748,0.106775,0.726078,1705
12,440.085,0.127312,0.770124,1704
13,477.768,0.18232,0.936258,1703
14,514.105,0.16556,0.929386,1700
15,551.788,0.163786,0.908207,1701
16,589.471,0.168013,0.926107,1699
17,627.155,0.190445,0.940865,1698
18,664.838,0.199001,0.941691,1698
19,702.521,0.201352,0.934793,1680
20,740.204,0.184444,0.926517,1700
21,777.887,0.217835,0.975786,1696
22,816.916,0.214541,0.972705,1698
23,854.599,0.220127,0.94605,1696
24,893.628,0.265064,0.986658,1699
25,934.003,0.284428,0.992015,1696
27,1028.21,2.9402,0.959208,163
34,1331.02,0.472453,0.972179,1139
35,1371.4,0.605869,0.947066,1015
36,1413.12,0.519322,0.975829,1019
37,1454.84,0.547765,0.988945,1073
38,1496.56,0.537146,0.991977,1046
39,1540.97,0.501287,0.966537,897
40,1581.34,0.624998,0.986006,873
41,1624.41,0.640187,0.98639,905
42,1667.48,0.649903,0.989213,878
43,1710.54,0.681052,0.977382,806
44,1753.61,0.750721,0.965677,745
45,1799.37,0.755434,0.969621,727
50,2057.77,2.68286,0.972253,228
51,2112.95,0.969103,0.985922,553
52,2160.05,1.11952,0.98533,497
53,2207.15,1.00339,0.985879,485
54,2254.26,1.14446,0.955479,421
60,2570.53,1.39285,0.986174,360
69,3084.63,0.302183,0.553818,1721
79,3170.76,0.256931,0.534455,1722
