partial,f,sigma,r2,fittedFrameCount
1,123.816,0.231992,0.976665,1695
2,246.286,0.170369,0.909916,1699
3,370.102,0.205455,0.948214,1687
4,493.918,0.230405,0.93502,1697
5,617.734,0.172715,0.823197,1696
6,741.55,0.202439,0.885061,1695
7,865.366,0.146449,0.606749,1700
8,990.527,0.148202,0.854072,1700
11,1366.01,0.119788,0.71688,1697
23,2781.82,0.359837,0.914855,1179
25,2915.06,0.339566,0.951145,1224
26,3184.22,0.407915,0.883753,1019
28,3320.15,0.381979,0.817936,1028
29,4013.25,0.600783,0.783853,657
34,5033.39,2.06835,0.829018,462
41,5336.2,1.1878,0.771832,810
43,5957.97,1.76942,0.835036,563
