partial,f,sigma,count
1,329.727,0.4613,5
2,659.454,0.371763,5
3,990.527,0.301315,3
4,1322.95,0.369297,5
5,1658.06,0.453005,5
6,1994.51,0.588096,5
7,2335.01,0.650196,5
8,2678.19,0.895817,5
9,3026.22,1.13528,5
10,3380.71,1.45145,3
11,3740.05,1.46849,1
