partial,f,sigma,count
1,586.78,0.489833,5
2,1177.6,0.635741,5
3,1771.11,0.876013,5
4,2372.69,1.22687,5
5,2983.69,1.65348,5
6,3604.12,2.49282,5
7,4239.89,3.60685,5
8,4887.7,5.19539,4
9,5552.88,8.19262,3
