partial,f,sigma,count
1,554.48,0.452833,4
2,1110.31,0.494529,5
3,1671.51,0.814382,5
4,2238.11,0.903817,5
5,2811.43,1.43877,5
6,3396.32,2.2227,5
7,3993.06,2.90265,5
8,4602.72,4.43433,5
9,5228.53,5.66798,4
10,5869.14,6.66031,4
11,6528.6,10.1353,3
12,7208.24,13.5404,1
13,7891.92,13.7133,2
14,8630.78,16.6824,2
15,9353.49,14.051,1
