partial,f,sigma,count
1,219.37,0.282498,2
2,440.085,0.273165,5
3,660.8,0.30365,5
4,881.516,0.325601,5
5,1103.58,0.303588,5
6,1325.64,0.328388,5
7,1550.39,0.460962,5
16,3776.39,3.01412,2
20,4907.22,2.42491,4
27,7122.11,6.31625,2
