partial,f,sigma,count
1,184.378,0.32159,5
2,370.102,0.196161,5
3,554.48,0.242507,5
4,740.204,0.301143,5
5,925.928,0.314816,5
6,1113,0.277813,5
7,1300.07,0.384565,5
8,1488.48,0.452284,5
9,1677.97,0.475227,5
10,1866.93,0.54845,5
11,2057.77,0.645938,5
12,2250.22,0.636276,5
13,2444.02,0.720547,5
14,2639.16,0.781117,4
15,2838.35,0.913277,2
16,3040.22,0.857162,2
22,4309.33,0.958759,1
28,5671.31,3.72881,1
42,9334.64,5.44169,1
43,9619.96,10.4445,1
