partial,f,sigma,count
1,293.39,0.385433,5
2,586.78,0.335922,1
3,882.861,0.204589,1
4,1177.6,0.532785,5
5,1475.02,0.542088,5
6,1773.8,0.559327,5
7,2075.26,0.583727,5
8,2380.76,0.703113,4
27,9498.83,10.5135,2
