partial,f,sigma,count
1,164.864,0.315786,4
2,329.727,0.288269,5
3,493.918,0.237817,5
4,659.454,0.346155,5
5,824.991,0.255758,5
6,990.527,0.316142,5
7,1157.41,0.221404,3
8,1324.29,0.434753,5
9,1491.17,0.388213,5
10,1659.67,0.375464,5
11,1828.98,0.403633,5
12,2001.24,0.393163,5
13,2174.85,0.475101,1
22,3827.53,0.5722,2
28,5032.04,4.25185,1
30,5488.28,2.68199,4
31,5689.25,2.56418,3
32,5896.06,3.4014,1
38,7298.41,5.27747,3
42,8306.43,5.37319,1
50,10523,7.06576,1
