partial,f,sigma,count
1,348.569,0.397993,5
3,1049.74,0.277942,5
4,1402.35,0.590758,5
5,1757.65,0.512746,5
6,2114.83,0.584423,5
7,2476.32,0.657013,5
8,2841.71,0.926167,4
9,3212.48,1.02609,4
10,3587.3,1.84415,4
11,3968.17,1.42872,4
12,4356.44,2.16,3
13,4749.42,4.0965,3
14,5154.51,3.40929,2
