partial,f,sigma,count
1,370.102,0.470484,5
2,740.204,0.395535,5
3,1111.65,0.347285,5
4,1486.87,0.413103,5
5,1862.89,0.499325,5
6,2242.14,0.531663,5
7,2627.05,0.70722,5
8,3015.99,1.12635,5
9,3410.32,1.4677,4
10,3811.71,2.50264,4
11,4217.82,1.84203,4
12,4630.98,2.98384,4
13,5054.92,4.07434,2
14,5483.34,4.02796,3
15,5925.67,4.6571,2
16,6372.48,4.58755,1
18,7294.37,6.21991,1
19,7768.1,10.0117,1
