partial,f,sigma,count
1,310.886,0.433235,5
2,621.771,0.235541,3
3,934.003,0.372699,5
4,1247.58,0.305736,3
5,1563.85,0.411229,5
6,1881.46,0.536092,5
7,2201.43,0.532394,4
8,2524.77,0.761338,5
9,2854.5,0.974466,2
10,3189.61,0.912561,1
