partial,f,sigma,count
1,659.454,0.368456,3
2,1322.95,0.632005,5
3,1991.82,0.757969,5
4,2668.77,1.16432,5
5,3358.64,2.74041,5
6,4040.17,2.97247,3
7,4754.8,3.5312,3
8,5461.36,5.68337,4
