partial,f,sigma,count
1,277.24,0.404123,5
2,554.48,0.355554,2
3,833.066,0.323233,4
4,1111.65,0.470532,5
5,1391.58,0.315174,5
6,1674.21,0.508416,5
7,1957.91,0.551066,5
8,2246.18,0.548593,3
11,3154.61,3.24624,1
24,7724.36,6.38535,2
