partial,f,sigma,count
1,698.82,0.549211,4
2,1401,0.680175,5
3,2109.72,0.944714,5
4,2830.27,1.78461,5
5,3558.36,2.94976,5
6,4293.52,3.52828,4
8,5799.16,6.04124,3
