partial,f,sigma,count
1,156.116,0.295265,5
2,310.886,0.233449,5
3,467.001,0.190029,4
4,621.771,0.194126,4
5,777.887,0.25123,5
6,935.349,0.305309,5
7,1091.46,0.340504,5
8,1248.93,0.292946,5
9,1406.66,0.36839,5
10,1565.19,0.342858,5
11,1725.35,0.552339,5
12,1888.19,0.605394,4
19,3096.74,1.09055,1
21,3449.35,2.3732,1
22,3609.5,2.48905,2
27,4575.13,1.5595,2
28,4771.4,2.17465,3
29,4956.67,2.25975,4
35,6224.44,2.52053,2
38,6898.03,3.73248,2
45,8606.55,5.00467,1
52,10489.4,5.43009,1
