partial,f,sigma,count
1,146.695,0.339735,5
3,440.085,0.186947,2
4,586.78,0.212973,2
5,734.821,0.216528,5
6,882.861,0.363401,5
7,1030.9,0.357722,5
8,1178.94,0.362059,5
9,1328.33,0.379985,5
10,1478.52,0.38934,5
11,1627.1,0.371633,5
12,1781.87,0.437428,3
21,3255.55,1.84896,1
22,3406.28,1.30885,3
27,4318.75,1.16341,1
28,4504.14,2.42998,4
29,4677.82,2.07537,5
35,5875.87,2.78077,1
38,6511.1,3.68504,3
41,7162.48,4.33918,1
45,8122.73,6.30736,2
46,8336.04,6.49246,1
