partial,f,sigma,count
1,261.09,0.377388,3
2,523.526,0.361999,4
3,785.154,0.288033,5
4,1048.4,0.35819,5
5,1313.53,0.453068,5
6,1578.65,0.485425,5
7,1846.47,0.572886,5
22,6550.13,5.99782,2
23,6889.28,5.17927,2
30,9758.58,12.8983,1
