partial,f,sigma,count
1,523.526,0.633868,5
3,1577.31,0.483185,5
4,2110.25,0.748271,5
5,2649.93,0.956146,5
6,3199.03,1.50142,5
7,3757.54,2.39651,5
8,4329.52,3.12142,4
9,4917.65,3.74113,1
