partial,f,sigma,count
1,934.003,0.862395,5
2,1874.73,1.49326,5
3,2830.27,2.83062,5
4,3810.57,3.79759,5
5,4808.63,6.38843,5
6,5861.07,7.61008,4
7,6933.69,11.203,3
8,8048.93,13.133,3
9,9222.94,9.77484,2
