partial,f,sigma,count
1,391.635,0.501129,5
2,784.616,0.335331,5
3,1178.94,0.450929,5
4,1575.96,0.449521,5
5,1974.59,0.547308,5
6,2380.76,0.644997,5
7,2787.74,0.796023,5
8,3201.72,1.26377,5
9,3623.63,1.66904,4
10,4050.93,2.25772,4
11,4480.25,2.90499,2
