partial,f,sigma,count
1,174.957,0.243267,5
2,348.569,0.26295,5
3,523.526,0.226904,5
4,698.483,0.294223,5
5,874.786,0.21648,3
6,1049.74,0.363122,5
7,1227.12,0.327323,5
8,1403.7,0.347545,5
9,1581.34,0.360681,5
10,1760.34,0.408522,5
11,1939.6,0.563747,5
12,2121.02,0.526619,5
13,2304.05,0.574879,5
14,2489.78,0.724608,2
27,5126.92,6.52366,2
28,5340.23,2.01612,1
34,6752.45,4.25462,3
35,6984.16,4.63435,2
36,7214.97,4.34565,2
