partial,f,sigma,count
1,881.516,0.750243,5
2,1768.41,1.06382,5
3,2670.12,1.89388,5
4,3590.66,3.61099,5
5,4534.08,4.83977,5
6,5505.77,7.68702,4
7,6505.72,8.15912,3
8,7572.96,11.1619,3
9,8671.15,15.0831,2
