partial,f,sigma,count
1,232.828,0.277328,5
2,465.656,0.280871,5
3,699.829,0.370675,5
4,934.003,0.344841,5
5,1169.52,0.422487,5
6,1405.04,0.409493,5
7,1643.25,0.484407,5
8,1888.19,0.936162,2
20,5196.68,2.91931,3
27,7546.04,4.6785,2
