partial,f,sigma,count
1,493.918,0.302661,5
2,989.182,0.376059,5
3,1487.14,0.466188,5
4,1990.48,0.58223,5
5,2499.2,0.848303,5
6,3014.65,1.56609,5
7,3543.56,2.24087,5
8,4087.27,1.83759,2
