schema_version,source_dataset,velocity,analysis_window,window_start_s,window_end_s,partial_index,pitch_lo_midi,pitch_hi_midi,f0_lo_hz,f0_hi_hz,db_c0,db_c1,db_c2,db_c3,energy_rel_fund_db_lo,energy_rel_fund_db_hi,energy_ratio_to_fund_lo,energy_ratio_to_fund_hi,amplitude_ratio_to_fund_lo,amplitude_ratio_to_fund_hi,source_observation_count,max_support_distance_semitones,anchor_status,smoothing_lambda,partial_cv_rmse_db,slice_cv_weighted_rmse_db,interpolation_status
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,29,30,43.6535289291255,46.2493028389543,10.1180893346154,-1.77460214054946,-0.109208880617805,0.0210095633771674,10.1180893346154,8.25528787682527,10.2756412495136,6.69158174453874,3.20556410784647,2.58680918208876,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,30,31,46.2493028389543,48.9994294977187,8.25528787682527,-1.92999121165356,-0.104085445680569,0.0318673630148743,8.25528787682527,6.25307858250601,6.69158174453874,4.21995537327998,2.58680918208876,2.05425299641499,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,31,32,48.9994294977187,51.9130871974931,6.25307858250601,-2.04256001397008,-0.0750358427543842,0.0330252882945055,6.25307858250601,4.16850801407605,4.21995537327998,2.61126412020317,2.05425299641499,1.61594063016039,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,32,33,51.9130871974931,55,4.16850801407605,-2.09355583459533,-0.036479282633759,0.0274162215370275,4.16850801407605,2.06588911838399,2.61126412020317,1.60912177496159,1.61594063016039,1.26851163769261,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,33,34,55,58.2704701897612,2.06588911838399,-2.08426573525177,0.00316168855906351,0.0148738453503459,2.06588911838399,-0.000341082958372753,1.60912177496159,0.999921465830427,1.26851163769261,0.999960732144231,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,34,35,58.2704701897612,61.7354126570155,-0.000341082958372753,-2.0333208220826,0.00744910914252306,0.0244283928154363,-0.000341082958372753,-2.00178440308302,0.999921465830427,0.630698153767104,0.999960732144231,0.794165067078063,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,35,36,61.7354126570155,65.4063913251497,-2.00178440308302,-1.94513742535125,0.0345278178428219,0.0186966967864048,-2.00178440308302,-3.89369731380504,0.630698153767104,0.407971916465328,0.794165067078063,0.638726793289062,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,36,37,65.4063913251497,69.295657744218,-3.89369731380504,-1.81999169930639,0.0460146434767374,0.0206386478094092,-3.89369731380504,-5.64703572182528,0.407971916465328,0.272456032296422,0.638726793289062,0.521973210324459,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,37,38,69.295657744218,73.4161919793519,-5.64703572182528,-1.66604646892469,0.0750312458706153,0.00398104854451198,-5.64703572182528,-7.23406989633484,0.272456032296422,0.189057108063397,0.521973210324459,0.434806977937794,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,38,39,73.4161919793519,77.7817459305202,-7.23406989633484,-1.50404083154992,0.0706569365877656,0.0040875662736537,-7.23406989633484,-8.66336622502334,0.189057108063397,0.13603898328906,0.434806977937794,0.36883462864685,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,39,40,77.7817459305202,82.4068892282175,-8.66336622502334,-1.35046425955342,0.084033657381134,-0.0134429225158514,-8.66336622502334,-9.94323974971149,0.13603898328906,0.101315531022657,0.36883462864685,0.318301006945716,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,40,41,82.4068892282175,87.307057858251,-9.94323974971149,-1.22272571233872,0.0662579714807436,-0.0139954550736607,-9.94323974971149,-11.1137029456431,0.101315531022657,0.0773801746197419,0.318301006945716,0.278172922154084,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,41,42,87.307057858251,92.4986056779086,-11.1137029456431,-1.1321961345982,0.0467343296518981,-0.0108902538841789,-11.1137029456431,-12.2100550044736,0.0773801746197419,0.060116612351696,0.278172922154084,0.245186892699622,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,42,43,92.4986056779086,97.9988589954373,-12.2100550044736,-1.07139823694695,0.0460739073392498,-0.0222307426587229,-12.2100550044736,-13.25761007674,0.060116612351696,0.0472322889124722,0.245186892699622,0.217329908002723,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,43,44,97.9988589954373,103.826174394986,-13.25761007674,-1.04594265024462,0.0170669458977593,-0.0154594800050554,-13.25761007674,-14.3019452610919,0.0472322889124722,0.0371368850932358,0.217329908002723,0.19270932798709,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,44,45,103.826174394986,110,-14.3019452610919,-1.05818719846427,-0.00658708187606272,-0.00763733675586398,-14.3019452610919,-15.3743568781881,0.0371368850932358,0.0290111077575611,0.19270932798709,0.170326474036073,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,45,46,110,116.540940379522,-15.3743568781881,-1.09427337248398,-0.0154388057012569,-0.00733282815313863,-15.3743568781881,-16.4914018845265,0.0290111077575611,0.0224315772491992,0.170326474036073,0.149771750504557,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,46,47,116.540940379522,123.470825314031,-16.4914018845265,-1.14714946834591,-0.0218841668322989,-0.0098878723716036,-16.4914018845265,-17.6703233920763,0.0224315772491992,0.0170988798563127,0.149771750504557,0.130762685259644,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,47,48,123.470825314031,130.812782650299,-17.6703233920763,-1.22058141912532,-0.0387915329947397,-0.00592053164496575,-17.6703233920763,-18.9356168758413,0.0170988798563127,0.0127772770706785,0.130762685259644,0.113036618273365,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,48,49,130.812782650299,138.591315488436,-18.9356168758413,-1.3159260800497,-0.0596552739380878,0.00480148335474317,-18.9356168758413,-20.3063967464744,0.0127772770706785,0.00931880717411501,0.113036618273365,0.0965339690166887,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,49,50,138.591315488436,146.832383958704,-20.3063967464744,-1.42083217786165,-0.0601707798965865,0.00632475543465061,-20.3063967464744,-21.781074948798,0.00931880717411501,0.00663578803630723,0.0965339690166887,0.0814603464042919,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,50,51,146.832383958704,155.56349186104,-21.781074948798,-1.52219947135086,-0.0413988793527831,-0.00928710261849441,-21.781074948798,-23.3539604021201,0.00663578803630723,0.00461959560811992,0.0814603464042919,0.0679676070501229,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,51,52,155.56349186104,164.813778456435,-23.3539604021201,-1.63285853791192,-0.0509069725148878,-0.0138208763950789,-23.3539604021201,-25.051546788942,0.00461959560811992,0.00312496617683212,0.0679676070501229,0.0559013969130658,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,52,53,164.813778456435,174.614115716502,-25.051546788942,-1.77613511212693,-0.0793856360811465,-0.00678478005136629,-25.051546788942,-26.9138523172014,0.00312496617683212,0.00203523596383903,0.0559013969130658,0.0451135895694305,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,53,54,174.614115716502,184.997211355817,-26.9138523172014,-1.95526072444331,-0.103503938030212,0.000781689679303366,-26.9138523172014,-28.9718352899956,0.00203523596383903,0.00126711628058736,0.0451135895694305,0.0355965768099597,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,54,55,184.997211355817,195.997717990875,-28.9718352899956,-2.15992353146584,-0.124729844607085,0.0121638747201951,-28.9718352899956,-31.2443247913484,0.00126711628058736,0.00075087478545375,0.0355965768099597,0.0274020945450115,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,55,56,195.997717990875,207.652348789973,-31.2443247913484,-2.37289159651942,-0.113931342936859,0.00424731861285643,-31.2443247913484,-33.7269004121918,0.00075087478545375,0.000423945430697249,0.0274020945450115,0.02058993517953,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,56,57,207.652348789973,220,-33.7269004121918,-2.58801232655458,-0.123035170858508,0.00824528949534686,-33.7269004121918,-36.4297026201095,0.000423945430697249,0.000227525322169671,0.02058993517953,0.0150839425273922,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,57,58,220,233.081880759045,-36.4297026201095,-2.80934679978554,-0.116215798338828,0.000926504107054527,-36.4297026201095,-39.3543387141269,0.000227525322169671,0.000116028887605547,0.0150839425273922,0.0107716706042075,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,58,59,233.081880759045,246.941650628062,-39.3543387141269,-3.03899888414205,-0.170589258183629,0.0469185849095983,-39.3543387141269,-42.5170082715429,0.000116028887605547,0.0000560143335082362,0.0107716706042075,0.00748427241007676,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,59,60,246.941650628062,261.625565300599,-42.5170082715429,-3.2394216457805,-0.124295943022006,0.0437259411019717,-42.5170082715429,-45.8369999192435,0.0000560143335082362,0.000026079544875212,0.00748427241007676,0.00510681357357129,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,60,61,261.625565300599,277.182630976872,-45.8369999192435,-3.35683570851861,-0.0847435568745523,0.0470725549692221,-45.8369999192435,-49.2315066296674,0.000026079544875212,0.0000119357396475492,0.00510681357357129,0.00345481398161307,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,61,62,277.182630976872,293.664767917408,-49.2315066296674,-3.38510515736005,-0.0248244169131731,0.0341740360275082,-49.2315066296674,-52.6072621679131,0.0000119357396475492,0.00000548622712697898,0.00345481398161307,0.00234226965291765,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,62,63,293.664767917408,311.126983722081,-52.6072621679131,-3.33223188310386,0.0227099131405444,0.0197057256915771,-52.6072621679131,-55.8970784121849,0.00000548622712697898,0.00000257212552234,0.00234226965291765,0.00160378474937879,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,63,64,311.126983722081,329.62755691287,-55.8970784121849,-3.22769487974805,0.0397258359130612,0.0200929416411295,-55.8970784121849,-59.0649545143787,0.00000257212552234,0.00000124023661460871,0.00160378474937879,0.00111365911059386,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,64,65,329.62755691287,349.228231433004,-59.0649545143787,-3.08796438299852,0.063443516568515,0.012535751853576,-59.0649545143787,-62.0769396289551,0.00000124023661460871,6.19877734463576e-7,0.00111365911059386,0.0007873231448799,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,65,66,349.228231433004,369.994422711634,-62.0769396289551,-2.92347009430075,0.0792173276666492,0.00424372810418872,-62.0769396289551,-64.9169486674851,6.19877734463576e-7,3.22333269421135e-7,0.0007873231448799,0.000567744017512412,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,66,67,369.994422711634,391.995435981749,-64.9169486674851,-2.7523042546549,0.07629110884193,0.00615897489423167,-64.9169486674851,-67.5868028384038,3.22333269421135e-7,1.74308961784147e-7,0.000567744017512412,0.000417503247633054,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,67,68,391.995435981749,415.304697579945,-67.5868028384038,-2.58124511228835,0.0824915055843993,0.000424843288432175,-67.5868028384038,-70.0851316018193,1.74308961784147e-7,9.80588599645794e-8,0.000417503247633054,0.000313143513368199,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,68,69,415.304697579945,440,-70.0851316018193,-2.41498757125425,0.0847625455390175,-0.00680217620203249,-70.0851316018193,-72.4221588037366,9.80588599645794e-8,5.72511374611082e-8,0.000313143513368199,0.000239272099211563,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,69,70,440,466.16376151809,-72.4221588037366,-2.26586900878231,0.0745808391448453,-0.00762787743487658,-72.4221588037366,-74.6210748508089,5.72511374611082e-8,3.45058329057962e-8,0.000239272099211563,0.00018575745720104,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,70,71,466.16376151809,493.883301256124,-74.6210748508089,-2.13959096279725,0.069798900833884,-0.0135908137433494,-74.6210748508089,-76.7044577265157,3.45058329057962e-8,2.13576874807186e-8,0.00018575745720104,0.000146142695611921,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,71,72,493.883301256124,523.251130601197,-76.7044577265157,-2.04076560235956,0.0644778087595701,-0.0235691260617186,-76.7044577265157,-78.7043146461774,2.13576874807186e-8,1.34762337505514e-8,0.000146142695611921,0.000116087181680629,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,72,73,523.251130601197,554.365261953744,-78.7043146461774,-1.98251736302555,0.0315463748337079,-0.0145049153119039,-78.7043146461774,-80.6697905496811,1.34762337505514e-8,8.57079179206768e-9,0.000116087181680629,0.0000925785709117811,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,73,74,554.365261953744,587.329535834815,-80.6697905496811,-1.96293935929387,0.00252673625890631,0.00000326931698846344,-80.6697905496811,-82.6301999033991,8.57079179206768e-9,5.457327407305e-9,0.0000925785709117811,0.0000738737260959876,54,0,both_measured,300,7.51965093957369,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,9,74,74.1,587.329535834815,590.731901223316,-82.6301999033991,-0.195787607882495,-2.34257058195908e-14,2.50910403565285e-14,-82.6301999033991,-82.8259875112816,5.457327407305e-9,5.21676470455875e-9,0.0000738737260959876,0.0000722271742805902,54,0.1,one_measured,300,7.51965093957369,8.62062944808652,unison_boundary_extrapolation_10_cents
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,21,22,27.5,29.1352350948806,20.7300480340445,-1.10472825231573,-0.00419322859595739,0.0000156788990184342,20.7300480340445,19.6211422320319,118.305464052992,91.6461495723452,10.876831526368,9.57319954729583,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,22,23,29.1352350948806,30.8677063285078,19.6211422320319,-1.11306767281059,0.00544525458205314,-0.00963848317800697,19.6211422320319,18.5038813306253,91.6461495723452,70.8578764997312,9.57319954729583,8.41771207037466,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,23,24,30.8677063285078,32.7031956625748,18.5038813306253,-1.13109261318051,0.00240674051266332,-0.016585218988824,18.5038813306253,17.3586102389686,70.8578764997312,54.432843752663,8.41771207037466,7.37786173309469,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,24,25,32.7031956625748,34.647828872109,17.3586102389686,-1.17603478912166,-0.026376981620077,-0.00608505375930402,17.3586102389686,16.1501134144676,54.432843752663,41.2108281018779,7.37786173309469,6.41956603688114,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,25,26,34.647828872109,36.7080959896759,16.1501134144676,-1.24704391363973,-0.0383317432905468,-0.00275541750448327,16.1501134144676,14.8619823400328,41.2108281018779,30.6336138794789,6.41956603688114,5.53476412139478,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,26,27,36.7080959896759,38.8908729652601,14.8619823400328,-1.33197365273426,-0.0383731031027716,-0.00855906684355334,14.8619823400328,13.4830765173522,30.6336138794789,22.3001431929802,5.53476412139478,4.72230274262253,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,27,28,38.8908729652601,41.2034446141087,13.4830765173522,-1.43439705947048,-0.0640916446301847,0.00394687387852732,13.4830765173522,11.9885346871301,22.3001431929802,15.8071461497874,4.72230274262253,3.97582018579656,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,28,29,41.2034446141087,43.6535289291255,11.9885346871301,-1.55073972709526,-0.0581743017537459,-0.00241503939044052,11.9885346871301,10.3772056188907,15.8071461497874,10.9073829684271,3.97582018579656,3.30263273290069,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,29,30,43.6535289291255,46.2493028389543,10.3772056188907,-1.67433344877407,-0.0865610246346369,0.0184290994731291,10.3772056188907,8.63474024495508,10.9073829684271,7.30254134476288,3.30263273290069,2.70232147324534,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,30,31,46.2493028389543,48.9994294977187,8.63474024495508,-1.79216819962396,-0.0811901191017288,0.0285685486857232,8.63474024495508,6.78995047491512,7.30254134476288,4.77523828149181,2.70232147324534,2.18523185989309,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,31,32,48.9994294977187,51.9130871974931,6.78995047491512,-1.86884279177025,-0.0506682278252131,0.0259796964806014,6.78995047491512,4.89641915180026,4.77523828149181,3.08774846990476,2.18523185989309,1.75719904106073,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,32,33,51.9130871974931,55,4.89641915180026,-1.89224015797887,-0.0197070952951903,0.0209965007862343,4.89641915180026,3.00546839931243,3.08774846990476,1.9977762228378,1.75719904106073,1.41342711974753,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,33,34,55,58.2704701897612,3.00546839931243,-1.86866484621055,0.00786946437363678,0.0138972571845688,3.00546839931243,1.15857027466009,1.9977762228378,1.30574095905429,1.41342711974753,1.14269022882595,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,34,35,58.2704701897612,61.7354126570155,1.15857027466009,-1.81123414590957,0.00985401292264898,0.0244587016281268,1.15857027466009,-0.618351156698698,1.30574095905429,0.867291089168563,1.14269022882595,0.931284644546748,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,35,36,61.7354126570155,65.4063913251497,-0.618351156698698,-1.71815001517989,0.0475030422774037,0.00750513065053005,-0.618351156698698,-2.28149299895065,0.867291089168563,0.591358304604929,0.931284644546748,0.768998247465447,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,36,37,65.4063913251497,69.295657744218,-2.28149299895065,-1.60062853867349,0.0505886986499569,0.00739541132486643,-2.28149299895065,-3.82413742764932,0.591358304604929,0.414558913324311,0.768998247465447,0.643862495665271,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,37,38,69.295657744218,73.4161919793519,-3.82413742764932,-1.47726490739898,0.0729997659098098,-0.01293668508401,-3.82413742764932,-5.2413392542225,0.414558913324311,0.299134204021587,0.643862495665271,0.546931626459457,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,38,39,73.4161919793519,77.7817459305202,-5.2413392542225,-1.37007543083139,0.0528649355068658,-0.00877187224036047,-5.2413392542225,-6.56732162178738,0.299134204021587,0.220428546950372,0.546931626459457,0.469498186312122,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,39,40,77.7817459305202,82.4068892282175,-6.56732162178738,-1.29066117653873,0.0366396603116326,-0.0031513985063536,-6.56732162178738,-7.82449453652083,0.220428546950372,0.165025305858721,0.469498186312122,0.406233068396359,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,40,41,82.4068892282175,87.307057858251,-7.82449453652083,-1.22683605143453,0.0515993891264428,-0.0226921464649992,-7.82449453652083,-9.02242334529392,0.165025305858721,0.12524421223875,0.406233068396359,0.353898590331679,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,41,42,87.307057858251,92.4986056779086,-9.02242334529392,-1.19171371257664,0.0290439528202711,-0.0228930141062871,-9.02242334529392,-10.2079861191566,0.12524421223875,0.0953238090638372,0.353898590331679,0.308745540961869,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,42,43,92.4986056779086,97.9988589954373,-10.2079861191566,-1.20230484925496,-0.00649424113035413,-0.0107274580208476,-10.2079861191566,-11.4275126675627,0.0953238090638372,0.0719861145646755,0.308745540961869,0.268302282071315,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,43,44,97.9988589954373,103.826174394986,-11.4275126675627,-1.24747570557822,-0.0184721618327737,-0.0107881235838665,-11.4275126675627,-12.7042486585576,0.0719861145646755,0.0536506680548711,0.268302282071315,0.231626138539827,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,44,45,103.826174394986,110,-12.7042486585576,-1.31678439999536,-0.0301293995517178,-0.0125128336074907,-12.7042486585576,-14.0636752917122,0.0536506680548711,0.039231279343335,0.231626138539827,0.19806887525135,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,45,46,110,116.540940379522,-14.0636752917122,-1.41458169992127,-0.0540721342099326,-0.0057477300857991,-14.0636752917122,-15.5380768559292,0.039231279343335,0.0279378071013745,0.19806887525135,0.167146065168685,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,46,47,116.540940379522,123.470825314031,-15.5380768559292,-1.53996915859853,-0.0718164970325912,0.000145828016242522,-15.5380768559292,-17.1497166835441,0.0279378071013745,0.019276506613556,0.167146065168685,0.138839859599309,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,47,48,123.470825314031,130.812782650299,-17.1497166835441,-1.68316466861498,-0.0782719638119087,0.000103719008132552,-17.1497166835441,-18.9110495969628,0.019276506613556,0.0128497607115473,0.138839859599309,0.113356785026514,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,48,49,130.812782650299,138.591315488436,-18.9110495969628,-1.83939743921441,-0.0930911630720108,0.00778587848529799,-18.9110495969628,-20.8357523207639,0.0128497607115473,0.00824944569390225,0.113356785026514,0.0908264592170269,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
1.0,Pianoteq 9 SingleNoteSamples,50,body,0.2,1.2,10,49,50,138.591315488436,146.832383958704,-20.8357523207639,-2.00222212990253,-0.0843345296628155,0.000308721879742624,-20.8357523207639,-22.9220002584495,0.00824944569390225,0.0051026992749317,0.0908264592170269,0.0714331804901035,52,0,both_measured,300,7.72925248754887,8.62062944808652,within_observed_pitch_range
