partial,f,sigma,r2
1,45.7581,0.245569,0.851785
2,91.5161,0.214931,0.914021
3,138.62,0.216331,0.91982
4,184.378,0.258073,0.91978
5,230.136,0.227193,0.894391
6,277.24,0.339009,0.952169
9,415.86,0.200656,0.871741
10,461.618,0.209696,0.673063
11,508.722,0.181919,0.804118
12,555.826,0.267856,0.792322
13,601.584,0.250106,0.77828
14,648.688,0.235614,0.733052
16,742.896,0.178047,0.612717
18,837.103,0.261052,0.808402
19,885.553,0.260398,0.780876
20,932.657,0.236849,0.756168
21,981.107,0.378426,0.893848
22,1029.56,0.194517,0.717021
23,1079.35,0.303348,0.844182
25,1204.51,0.777354,0.838944
26,1250.27,0.677956,0.879592
27,1297.38,0.687663,0.901308
33,1619.03,0.564402,0.92846
34,1670.17,0.526135,0.913532
35,1722.66,0.507511,0.940713
36,1773.8,0.546179,0.914622
37,1824.94,0.492008,0.977298
38,1877.43,0.533519,0.954396
39,1929.91,0.527556,0.94489
41,2056.42,0.71727,0.955643
48,2469.59,0.736783,0.954162
50,2581.29,0.906874,0.974018
51,2639.16,0.970226,0.952841
52,2697.03,0.939023,0.961051
57,3046.95,1.21595,0.949372
58,3108.86,1.10058,0.928
59,3165.38,1.30227,0.955469
60,3228.63,1.18665,0.936022
61,3290.54,1.23773,0.931487
63,3443.97,1.69596,0.901676
65,3598.74,1.81998,0.925794
66,3664.68,1.61775,0.905074
67,3729.28,2.40175,0.932234
68,3793.88,2.14208,0.885246
69,3862.52,2.664,0.927483
70,3943.27,1.94512,0.96844
73,4193.59,3.2841,0.843278
74,4260.88,1.82484,0.80692
