partial,f,sigma,r2
2,415.86,0.24489,0.746471
3,623.117,0.278735,0.836716
4,831.72,0.356353,0.82201
5,1040.32,0.3245,0.796245
6,1250.27,0.367969,0.80669
7,1461.57,0.474562,0.877602
8,1674.21,0.500255,0.965019
9,1886.85,0.510663,0.945869
10,2100.83,0.55087,0.915096
11,2317.51,0.621842,0.939338
12,2535.53,0.874066,0.986592
13,2756.25,0.91423,0.946369
14,2976.97,0.872049,0.931763
15,3201.72,1.01017,0.951209
16,3427.82,1.37544,0.946312
17,3657.95,1.35429,0.88784
18,3889.43,1.51346,0.939979
19,4122.26,1.56019,0.922589
20,4360.47,1.91071,0.914078
21,4601.38,2.86469,0.936488
22,4844.97,2.20383,0.866341
23,5091.26,2.18837,0.948675
24,5338.89,2.43238,0.905841
26,5851.65,3.77988,0.856306
