partial,f,sigma,r2
1,82.0953,0.242309,0.912996
2,164.191,0.141349,0.627544
3,247.632,0.346438,0.949894
4,329.727,0.198979,0.766007
5,411.823,0.163332,0.800657
6,493.918,0.263757,0.717143
7,577.359,0.212669,0.828955
8,659.454,0.230157,0.814963
9,742.896,0.268353,0.868385
10,824.991,0.214113,0.724603
11,908.432,0.254989,0.819328
12,991.873,0.270282,0.914608
13,1075.31,0.24626,0.811666
14,1158.76,0.401905,0.833841
15,1243.54,0.271765,0.782516
16,1326.98,0.58267,0.925312
17,1411.77,0.280144,0.802992
18,1496.56,0.332412,0.860408
19,1581.34,0.321581,0.907235
37,3264.97,0.676789,0.93003
38,3360.53,0.73493,0.906824
39,3453.39,0.866389,0.901965
41,3644.49,0.870031,0.752935
42,3740.05,1.20522,0.797136
43,3847.71,0.869149,0.775241
51,4730.58,1.74014,0.934428
52,4830.17,2.66372,0.921523
53,4936.49,2.71321,0.9184
54,5046.84,2.86879,0.925776
