partial,f,sigma,r2
1,34.9915,0.159381,0.775692
2,68.6371,0.18384,0.877238
3,103.629,0.162935,0.839742
4,137.274,0.149265,0.806084
5,172.266,0.160778,0.831051
7,240.903,0.152913,0.689655
8,275.894,0.158617,0.791023
9,310.886,0.137421,0.74388
10,345.877,0.111089,0.504216
11,380.869,0.150139,0.679491
13,450.851,0.179655,0.865623
14,499.301,4.6117,0.999676
15,520.834,0.212578,0.923986
16,557.172,0.129129,0.642153
17,592.163,0.185633,0.851339
18,627.155,0.23213,0.873037
19,663.492,0.215208,0.863155
20,699.829,0.226614,0.793425
21,734.821,0.172423,0.827085
22,772.504,0.20384,0.889934
23,808.841,0.216176,0.931728
24,845.178,0.247715,0.921026
25,881.516,0.237804,0.920778
26,919.199,0.310576,0.977988
27,956.882,0.318523,0.958939
28,998.602,0.455207,0.947798
29,1033.59,0.320207,0.966536
35,1297.38,0.466216,0.993329
36,1337.75,0.455921,0.988708
37,1379.47,0.482998,0.999128
38,1421.19,0.502831,0.991504
39,1461.57,0.512428,0.991923
40,1497.9,0.681201,0.77919
41,1543.66,0.565783,0.97912
42,1584.04,0.676816,0.927171
43,1625.76,0.615392,0.975948
44,1668.82,0.617584,0.998634
45,1710.54,0.688992,0.976098
46,1753.61,0.701452,0.984679
47,1796.68,0.742082,0.99672
48,1838.4,0.819231,0.992466
49,1882.81,0.808959,0.995209
50,1927.22,0.877971,0.999785
51,1971.63,0.902289,0.9967
59,2387.49,1.02985,0.97661
60,2434.6,1.16305,0.999819
61,2483.05,1.10889,0.984141
63,2581.29,1.44326,0.99746
75,3262.28,2.31096,0.94141
78,3430.51,3.40035,0.878219
79,3496.45,5.37343,0.956793
80,3544.9,3.16668,0.890436
81,3601.43,3.64672,0.845878
82,3661.99,3.45615,0.859132
87,3995.75,5.38383,0.899682
93,4399.5,6.55813,0.935032
