partial,f,sigma,r2
1,57.8705,0.278033,0.921138
2,115.741,0.213509,0.7535
3,174.957,0.210084,0.733042
4,232.828,0.236393,0.917881
5,290.698,0.166687,0.661745
7,407.785,0.25832,0.875284
8,465.656,0.155568,0.624868
9,523.526,0.278675,0.816696
10,582.742,0.139181,0.535748
11,640.613,0.146528,0.62198
12,699.829,0.201813,0.626172
13,757.7,0.186683,0.764274
14,816.916,0.223097,0.741399
15,876.132,0.170525,0.595349
16,935.349,0.243373,0.633083
17,994.565,0.19636,0.718567
18,1053.78,0.220786,0.662578
19,1114.34,0.257243,0.79325
20,1176.25,0.330704,0.877464
30,1837.05,0.358992,0.915403
31,1898.96,0.397514,0.961789
32,1960.87,0.378502,0.920195
33,2022.78,0.394686,0.943989
34,2084.68,0.422499,0.95505
35,2149.28,0.413107,0.942435
37,2302.71,6.66932,0.991973
41,2590.71,0.576529,0.961108
42,2658,0.52699,0.973646
43,2719.91,0.557935,0.960649
44,2788.55,0.562399,0.974559
48,3115.59,0.650188,0.963342
49,3184.22,0.723287,0.972546
50,3250.17,0.846839,0.878396
51,3322.84,1.2725,0.883515
52,3427.82,1.20619,0.949398
53,3489.72,1.33018,0.930915
55,3667.37,0.82533,0.933572
56,3734.67,1.30715,0.878562
57,3832.91,1.39547,0.911211
61,4162.64,1.71866,0.894997
62,4239.35,1.66157,0.900364
66,4604.07,2.39193,0.931093
70,4979.55,2.2563,0.891376
71,5069.72,2.62226,0.853007
74,5371.19,2.53796,0.866632
80,5956.62,2.86112,0.873082
