partial,f,sigma,r2
1,98.2452,0.291785,0.941649
4,391.635,0.234464,0.726733
5,489.88,0.280724,0.851758
6,588.126,0.172763,0.628585
7,686.371,0.239924,0.855016
8,784.616,0.144712,0.627957
9,884.207,0.228282,0.744401
10,982.452,0.263144,0.714381
11,1082.04,0.240034,0.726058
12,1181.63,0.282331,0.784784
13,1279.88,0.280372,0.843761
14,1380.82,0.33714,0.879476
15,1481.75,0.394402,0.888764
16,1582.69,0.413772,0.946314
17,1683.63,0.393854,0.951745
18,1784.56,0.46929,0.877617
19,1886.85,0.438343,0.935954
20,1989.13,0.397094,0.913653
21,2091.41,0.526893,0.965543
22,2195.04,0.515875,0.844245
24,2404.99,0.53965,0.917607
51,5613.44,3.67062,0.76989
53,5870.49,4.08051,0.896119
