partial,f,sigma,r2
1,43.0664,0.302395,0.89902
2,87.4786,0.248854,0.949101
3,130.545,0.197059,0.883743
4,173.611,0.290316,0.899039
5,218.024,0.181084,0.651988
6,261.09,0.278781,0.96994
7,305.502,0.183344,0.643674
9,392.981,0.153544,0.68623
10,436.047,0.155146,0.523812
11,480.46,0.254433,0.847371
12,524.872,0.148039,0.508789
13,567.938,0.247215,0.84257
14,612.35,0.278991,0.864245
15,656.763,0.314116,0.828846
16,701.175,0.25621,0.825719
17,745.587,0.237715,0.815965
18,791.345,0.177149,0.76449
19,835.757,0.197738,0.761893
20,880.17,0.218386,0.805489
21,925.928,0.350414,0.829207
22,971.686,0.386231,0.817474
23,1018.79,0.323873,0.945282
24,1065.89,0.312257,0.882419
25,1135.88,0.815067,0.914728
27,1224.7,0.846159,0.842988
28,1257,0.488644,0.835815
34,1580,0.612903,0.970819
35,1628.45,0.580808,0.927937
36,1678.24,0.54846,0.951403
37,1726.69,0.579892,0.961271
38,1776.49,0.515165,0.973621
39,1826.28,0.594501,0.909961
40,1882.81,1.28216,0.999886
41,1925.88,0.611532,0.964636
42,1977.02,0.648725,0.974764
49,2395.57,0.934179,0.97852
50,2449.4,0.775589,0.967996
51,2503.23,0.906783,0.972784
52,2558.41,0.90848,0.955333
53,2613.59,1.01618,0.912935
54,2667.43,1.02843,0.976929
60,3067.14,1.59304,0.972074
61,3126.35,1.2867,0.936754
62,3188.26,1.9248,0.913291
64,3308.04,1.90326,0.872233
70,3738.7,1.77202,0.921443
72,3870.59,3.04702,0.908379
73,3932.5,3.24957,0.846024
78,4330.87,3.24157,0.92155
79,4388.74,2.17022,0.951024
80,4469.49,4.91938,0.950627
81,4543.51,4.22378,0.953848
82,4614.83,5.18359,0.923551
86,4966.09,4.58566,0.948742
94,5643.04,5.18289,0.894363
