partial,f,sigma,r2
1,65.9454,0.261219,0.819898
2,130.545,0.24528,0.925709
3,196.49,0.199479,0.89181
4,261.09,0.257896,0.74576
5,327.036,0.182061,0.777002
6,391.635,0.196025,0.787741
7,457.581,0.237099,0.8103
8,523.526,0.199358,0.575651
9,588.126,0.167055,0.615901
10,654.071,0.174263,0.596272
11,720.016,0.264284,0.931477
12,785.962,0.186947,0.717695
13,851.907,0.149174,0.539745
14,917.853,0.232297,0.596817
15,985.144,0.178448,0.651247
16,1051.09,0.296674,0.863342
17,1118.38,0.228282,0.813051
18,1184.33,0.23658,0.776541
19,1252.96,0.299259,0.811353
20,1321.6,0.306109,0.801367
33,2283.87,0.461338,0.87034
34,2356.54,0.523332,0.885532
35,2426.52,0.537556,0.956667
36,2499.2,0.627849,0.955362
37,2570.53,0.577955,0.909047
38,2645.89,0.553111,0.926196
45,3236.71,0.694144,0.923859
46,3313.42,1.68694,0.858442
56,4182.82,1.1368,0.884079
58,4390.08,1.63977,0.858777
67,5270.25,1.70474,0.867345
